id_venta,numero_linea,fecha_venta,id_cliente,id_producto,id_tienda,nombre_tienda,ciudad,empresa,nombre_producto,categoria,cantidad,precio_unitario,descuento,genero_cliente,tipo_cliente,talla,metodo_pago,canal,temporada,tipo_prenda,departamento
V002466,2,2023-06-03,C01087,P0024,T043,KOAJ Victoria,Pereira,KOAJ,Chaqueta denim,Chaquetas,3,"221.000,00",0.15,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada de diciembre,Chaqueta,Risaralda
V001275,1,2023-06-27,C01113,P0015,T019,KOAJ Primavera Urbana,Villavicencio,KOAJ,Jean straight,Jeans,1,172000,0.05,Mujer,Local,40,Efectivo,Tienda física,Temporada regular,Pantalón,Meta
V002507,2,2023-01-07,C01721,P0015,T015,KOAJ Wajira,Riohacha,KOAJ,Jean straight,Jeans,4,"171000,00",0.0,Hombre,Local,36,Transferencia,Tienda física,Temporada regular,Pantalón,La Guajira
V001790,1,2023-07-24,C00351,P0003,T004,KOAJ Unicentro,Armenia,KOAJ,Jean mom,Jeans,1,177000,0.05,Hombre,Local,30,Tarjeta crédito,Tienda física,Black Friday,Pantalón,Quindío
V001509,1,2025-07-20,C02192,P0019,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Top,Tops,3,70000,0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Temporada de diciembre,Top,Bogotá D.C.
V000698,1,2023-04-21,C01727,P0019,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Top,Tops,1,"71.000,00",0.05,Hombre,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Top,Magdalena
V001043,1,2024-02-26,C01233,P0006,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Cinturón,Accesorios,3,58000,0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Vacaciones,Accesorio,Atlántico
V003703,2,2025-11-02,C00543,P0023,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Camiseta oversize,Camisetas,1,"76.000,00",0.0,Hombre,Local,XXL,Efectivo,Tienda física,Black Friday,Camiseta,Magdalena
V002335,1,2024-06-25,C01054,P0026,T043,KOAJ Victoria,Pereira,KOAJ,Buzo con capucha,Buzos,1,"139.000,00",0.0,Hombre,Local,S,Efectivo,Tienda física,Temporada regular,Buzo,Risaralda
V000827,2,2023-05-30,C01793,P0011,T009,KOAJ Buenavista,Montería,KOAJ,Buzo básico,Buzos,4,"130000,00",0.0,Hombre,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Buzo,Córdoba
V002556,1,2024-11-26,C00830,P0011,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Buzo básico,Buzos,1,131000,0.0,Mujer,Local,XXL,Efectivo,Online,Temporada regular,Buzo,Atlántico
V003773,1,2024-12-22,C01783,P0026,T029,KOAJ Cosmocentro,Cali,KOAJ,Buzo con capucha,Buzos,2,"139000,00",0.05,Mujer,Local,S,Transferencia,Online,Temporada regular,Buzo,Valle del Cauca
V000486,1,2023-07-18,C00364,P0001,T038,KOAJ Plaza Central,Bogotá,KOAJ,Pantalón clásico,Pantalones,4,"137.000,00",0.0,Hombre,Local,32,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Bogotá D.C.
V001427,1,2023-09-17,C02151,P0023,T021,KOAJ Mallplaza,Manizales,KOAJ,Camiseta oversize,Camisetas,1,78000,0.0,Mujer,Local,XXL,Efectivo,Tienda física,Temporada regular,Camiseta,Caldas
V002916,2,2023-08-28,C01572,P0013,T023,KOAJ Jardín Plaza,Cali,KOAJ,Bolso,Accesorios,1,"58.000,00",0.0,Mujer,Local,XXL,Tarjeta crédito,Online,Temporada regular,Accesorio,Valle del Cauca
V002033,2,2023-08-31,C00520,P0013,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Bolso,Accesorios,1,"58000,00",0.0,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Bogotá D.C.
V000996,3,2024-02-17,C02186,P0006,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Cinturón,Accesorios,2,56000,0.1,Hombre,Local,L,Tarjeta crédito,Online,Vacaciones,Accesorio,Norte de Santander
V001128,3,2024-06-19,C02467,P0013,T004,KOAJ Unicentro,Armenia,KOAJ,Bolso,Accesorios,2,"58000,00",0.0,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada de diciembre,Accesorio,Quindío
V003501,1,2024-02-13,C02045,P0003,T007,KOAJ San Pedro Plaza,Neiva,KOAJ,Jean mom,Jeans,1,179000,0.1,Mujer,Local,32,Transferencia,Tienda física,Black Friday,Pantalón,Huila
V002604,1,2024-06-01,C01873,P0026,T011,KOAJ Santa Fe,Medellín,KOAJ,Buzo con capucha,Buzos,3,"131000,00",0.1,Hombre,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Buzo,Antioquia
V003487,1,2024-12-19,C02715,P0007,T043,KOAJ Victoria,Pereira,KOAJ,Gorra,Accesorios,1,"60.000,00",0.15,Mujer,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Risaralda
V002083,3,2025-04-22,C00462,P0021,T012,KOAJ Chipichape,Cali,KOAJ,Polo,Camisas,1,"116000,00",0.0,Mujer,Local,XL,Efectivo,Tienda física,Temporada de diciembre,Polo,Valle del Cauca
V000132,2,2023-08-29,C00915,P0008,T016,KOAJ Guacarí,Sincelejo,KOAJ,Chaqueta bomber,Chaquetas,1,"226.000,00",0.2,Mujer,Turista,M,Tarjeta débito,Tienda física,Día de la Madre,Chaqueta,Sucre
V003316,1,2023-08-03,C01007,P0019,T027,KOAJ Los Molinos,Medellín,KOAJ,Top,Tops,2,"70000,00",0.05,Hombre,Local,L,Tarjeta débito,Tienda física,Temporada regular,Top,Antioquia
V001526,3,2025-12-26,C00782,P0008,T009,KOAJ Buenavista,Montería,KOAJ,Chaqueta bomber,Chaquetas,1,"217000,00",0.0,Mujer,Local,L,Tarjeta débito,Tienda física,Temporada regular,Chaqueta,Córdoba
V003718,2,2024-03-11,C00541,P0015,T014,KOAJ La Estación,Ibagué,KOAJ,Jean straight,Jeans,1,"183.000,00",0.0,Hombre,Local,38,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Tolima
V002677,1,2025-02-08,C02357,P0007,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Gorra,Accesorios,4,"58.000,00",0.0,Hombre,Local,XL,Tarjeta débito,Tienda física,Temporada regular,Accesorio,Atlántico
V002530,2,2024-06-10,C00340,P0017,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Vestido casual,Vestidos,4,"152.000,00",0.0,Mujer,Local,XXL,Tarjeta débito,Tienda física,Regreso a clases,Vestido,Bogotá D.C.
V001696,1,2023-08-11,C02032,P0004,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Jean skinny,Jeans,1,"173000,00",0.05,Mujer,Turista,40,Tarjeta débito,Tienda física,Vacaciones,Pantalón,Magdalena
V001984,2,2025-06-05,C01546,P0020,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta estampada,Camisetas,1,"79.000,00",0.15,Hombre,Turista,XL,Tarjeta débito,Tienda física,Temporada regular,Camiseta,Quindío
V000844,2,2024-12-03,C00345,P0003,T027,KOAJ Los Molinos,Medellín,KOAJ,Jean mom,Jeans,1,"175000,00",0.0,Hombre,Local,38,Efectivo,Tienda física,Temporada regular,Pantalón,Antioquia
V003458,2,2025-04-17,C00309,P0008,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Chaqueta bomber,Chaquetas,2,"223000,00",0.1,Hombre,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Atlántico
V002754,1,2025-02-19,C02140,P0024,T026,KOAJ Portal del Quindío,Armenia,KOAJ,Chaqueta denim,Chaquetas,1,"208.000,00",0.0,Mujer,Local,XL,Efectivo,Tienda física,Temporada de diciembre,Chaqueta,Quindío
V001888,2,2025-08-25,C02526,P0026,T009,KOAJ Buenavista,Montería,KOAJ,Buzo con capucha,Buzos,2,140000,0.0,Hombre,Local,L,Tarjeta crédito,Tienda física,Día de la Madre,Buzo,Córdoba
V003318,2,2025-07-01,C02799,P0015,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Jean straight,Jeans,1,"180.000,00",0.4,Mujer,Local,36,Efectivo,Tienda física,Temporada de diciembre,Pantalón,Bogotá D.C.
V001614,1,2023-09-01,C02426,P0016,T039,KOAJ Alamedas,Montería,KOAJ,Pantalón cargo,Pantalones,4,"139000,00",0.0,Mujer,Local,40,Efectivo,Tienda física,Temporada regular,Pantalón,Córdoba
V003228,3,2023-11-08,C01441,P0024,T032,KOAJ La Castellana,Cartagena,KOAJ,Chaqueta denim,Chaquetas,4,"210.000,00",0.0,Hombre,Local,S,Efectivo,Tienda física,Regreso a clases,Chaqueta,Bolívar
V000284,2,2025-11-18,C01158,P0018,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta básica,Camisetas,4,74000,0.0,Hombre,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Quindío
V002672,1,2024-01-15,C02583,P0023,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta oversize,Camisetas,2,75000,0.05,Hombre,Turista,XL,Transferencia,Tienda física,Black Friday,Camiseta,Quindío
V001080,2,2025-06-17,C01551,P0017,T032,KOAJ La Castellana,Cartagena,KOAJ,Vestido casual,Vestidos,2,"153000,00",0.3,Hombre,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Vestido,Bolívar
V000051,1,2024-01-04,C02098,P0021,T037,KOAJ Fundadores,Manizales,KOAJ,Polo,Camisas,4,"119000,00",0.0,Hombre,Local,XXL,Tarjeta débito,Tienda física,Temporada regular,Polo,Caldas
V003650,2,2025-06-20,C01286,P0005,T009,KOAJ Buenavista,Montería,KOAJ,Falda,Faldas,2,"112000,00",0.1,Mujer,Local,M,Tarjeta crédito,Online,Temporada regular,Falda,Córdoba
V002257,1,2024-04-12,C01681,P0011,T010,KOAJ Terraplaza,Popayán,KOAJ,Buzo básico,Buzos,4,"136000,00",0.0,Mujer,Local,XL,Efectivo,Tienda física,Black Friday,Buzo,Cauca
V000261,2,2023-01-06,C02777,P0023,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta oversize,Camisetas,1,80000,0.0,Mujer,Local,S,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Quindío
V000326,3,2023-01-18,C02000,P0003,T023,KOAJ Jardín Plaza,Cali,KOAJ,Jean mom,Jeans,4,"187000,00",0.05,Mujer,Turista,32,Tarjeta crédito,Online,Día de la Madre,Pantalón,Valle del Cauca
V000155,2,2025-09-20,C02439,P0008,T002,KOAJ Multicentro,Ibagué,KOAJ,Chaqueta bomber,Chaquetas,1,"218.000,00",0.0,Hombre,Local,XL,Tarjeta crédito,Tienda física,Temporada de diciembre,Chaqueta,Tolima
V000762,2,2023-12-02,C01736,P0011,T030,KOAJ Cacique,Bucaramanga,KOAJ,Buzo básico,Buzos,1,"136000,00",0.2,Hombre,Turista,M,Tarjeta débito,Online,Black Friday,Buzo,Santander
V003327,2,2025-01-22,C01142,P0019,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Top,Tops,1,"72000,00",0.0,Hombre,Local,XXL,Tarjeta débito,Tienda física,Regreso a clases,Top,Sucre
V002190,2,2024-09-28,C00064,P0015,T004,KOAJ Unicentro,Armenia,KOAJ,Jean straight,Jeans,1,"182000,00",0.3,Mujer,Local,40,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Quindío
V002030,2,2025-08-15,C00565,P0018,T038,KOAJ Plaza Central,Bogotá,KOAJ,Camiseta básica,Camisetas,2,"76000,00",0.0,Hombre,Local,S,Efectivo,Tienda física,Regreso a clases,Camiseta,Bogotá D.C.
V002712,1,2025-11-04,C01531,P0026,T006,KOAJ Único,Pasto,KOAJ,Buzo con capucha,Buzos,4,"137000,00",0.0,Mujer,Local,XS,Tarjeta débito,Tienda física,Regreso a clases,Buzo,Nariño
V001726,2,2025-05-13,C00533,P0026,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Buzo con capucha,Buzos,2,136000,0.0,Mujer,Local,M,Efectivo,Tienda física,Temporada regular,Buzo,Atlántico
V001583,2,2025-10-06,C02617,P0003,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Jean mom,Jeans,4,"177.000,00",0.0,Hombre,Local,32,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Norte de Santander
V001544,1,2025-07-19,C00110,P0023,T030,KOAJ Cacique,Bucaramanga,KOAJ,Camiseta oversize,Camisetas,3,77000,0.0,Hombre,Local,S,Tarjeta débito,Online,Temporada regular,Camiseta,Santander
V003493,1,2023-10-04,C02157,P0026,T002,KOAJ Multicentro,Ibagué,KOAJ,Buzo con capucha,Buzos,2,"138.000,00",0.2,Mujer,Local,XL,Tarjeta crédito,Online,Regreso a clases,Buzo,Tolima
V002402,1,2025-03-11,C00141,P0013,T027,KOAJ Los Molinos,Medellín,KOAJ,Bolso,Accesorios,1,"54000,00",0.1,Hombre,Local,M,Tarjeta crédito,Tienda física,Día del Padre,Accesorio,Antioquia
V003747,1,2024-03-19,C02593,P0008,T002,KOAJ Multicentro,Ibagué,KOAJ,Chaqueta bomber,Chaquetas,1,"227.000,00",0.1,Mujer,Local,L,Transferencia,Tienda física,Regreso a clases,Chaqueta,Tolima
V000138,1,2025-03-06,C00899,P0019,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Top,Tops,1,73000,0.2,Hombre,Local,XL,Tarjeta débito,Tienda física,Vacaciones,Top,Sucre
V000866,1,2024-06-14,C01609,P0010,T024,KOAJ La Quinta,Bucaramanga,KOAJ,Short,Shorts,3,100000,0.0,Hombre,Local,28,Efectivo,Online,Temporada de diciembre,Short,Santander
V002476,1,2024-10-15,C01304,P0013,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Bolso,Accesorios,1,"57.000,00",0.0,Mujer,Turista,M,Tarjeta crédito,Tienda física,Black Friday,Accesorio,Atlántico
V000074,2,2025-05-16,C00696,P0004,T010,KOAJ Terraplaza,Popayán,KOAJ,Jean skinny,Jeans,1,179000,0.2,Mujer,Local,34,Tarjeta débito,Tienda física,Día de la Madre,Pantalón,Cauca
V001378,2,2024-08-07,C02374,P0006,T037,KOAJ Fundadores,Manizales,KOAJ,Cinturón,Accesorios,2,"59000,00",0.0,Mujer,Turista,XL,Tarjeta débito,Tienda física,Temporada regular,Accesorio,Caldas
V001013,1,2024-05-04,C00550,P0019,T004,KOAJ Unicentro,Armenia,KOAJ,Top,Tops,1,"71000,00",0.0,Mujer,Local,XS,Tarjeta débito,Tienda física,Vacaciones,Top,Quindío
V001586,1,2025-09-20,C02101,P0022,T040,KOAJ Andino,Bogotá,KOAJ,Tenis casuales,Calzado,4,"199000,00",0.0,Hombre,Turista,S,Tarjeta crédito,Online,Vacaciones,Calzado,Bogotá D.C.
V002617,2,2024-02-21,C01011,P0007,T037,KOAJ Fundadores,Manizales,KOAJ,Gorra,Accesorios,1,"61000,00",0.1,Hombre,Turista,XXL,Efectivo,Tienda física,Día de la Madre,Accesorio,Caldas
V002963,1,2025-11-07,C00622,P0008,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Chaqueta bomber,Chaquetas,3,"207.000,00",0.3,Mujer,Local,L,Tarjeta crédito,Online,Vacaciones,Chaqueta,Magdalena
V001253,3,2025-01-27,C01204,P0017,T030,KOAJ Cacique,Bucaramanga,KOAJ,Vestido casual,Vestidos,1,"140000,00",0.0,Mujer,Local,XL,Tarjeta débito,Online,Temporada de diciembre,Vestido,Santander
V000273,1,2024-11-24,C01833,P0001,T029,KOAJ Cosmocentro,Cali,KOAJ,Pantalón clásico,Pantalones,1,"136000,00",0.2,Mujer,Local,30,Transferencia,Tienda física,Temporada regular,Pantalón,Valle del Cauca
V002883,1,2025-11-23,C00213,P0024,T029,KOAJ Cosmocentro,Cali,KOAJ,Chaqueta denim,Chaquetas,2,"225000,00",0.0,Mujer,Local,M,Tarjeta crédito,Online,Vacaciones,Chaqueta,Valle del Cauca
V002686,2,2024-01-10,C00577,P0002,T008,KOAJ Gran Estación,Bogotá,KOAJ,Set deportivo,Deportivo,1,"152000,00",0.0,Mujer,Local,M,  Transferencia  ,Tienda física,Vacaciones,Conjunto,Bogotá D.C.
V002090,1,2023-06-18,C00299,P0024,T013,KOAJ Caracolí,Bucaramanga,KOAJ,Chaqueta denim,Chaquetas,1,216000,0.15,Hombre,Turista,S,Tarjeta débito,Online,Temporada regular,Chaqueta,Santander
V003592,1,2025-05-01,C02770,P0008,T029,KOAJ Cosmocentro,Cali,KOAJ,Chaqueta bomber,Chaquetas,1,"214000,00",0.0,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada de diciembre,Chaqueta,Valle del Cauca
V001895,1,2024-07-06,C02076,P0009,T009,KOAJ Buenavista,Montería,KOAJ,Camisa casual,Camisas,1,"133.000,00",0.0,Hombre,Local,M,Tarjeta débito,Tienda física,Temporada regular,Camisa,Córdoba
V003028,1,2023-08-24,C01316,P0015,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Jean straight,Jeans,2,"174.000,00",0.3,Mujer,Turista,40,Efectivo,Tienda física,Temporada regular,Pantalón,Atlántico
V000086,2,2023-10-08,C02434,P0001,T004,KOAJ Unicentro,Armenia,KOAJ,Pantalón clásico,Pantalones,1,"148000,00",0.0,Hombre,Local,36,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Quindío
V003388,1,2023-11-24,C01100,P0002,T009,KOAJ Buenavista,Montería,KOAJ,Set deportivo,Deportivo,4,"149000,00",0.0,Mujer,Turista,S,Tarjeta crédito,Tienda física,Black Friday,Conjunto,Córdoba
V001097,1,2025-10-17,C02754,P0020,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta estampada,Camisetas,1,"80000,00",0.0,Mujer,Local,L,Efectivo,Tienda física,Temporada regular,Camiseta,Quindío
V000253,2,2023-02-27,C00324,P0004,T004,KOAJ Unicentro,Armenia,KOAJ,Jean skinny,Jeans,2,"172.000,00",0.0,Hombre,Local,30,Tarjeta débito,Tienda física,Temporada de diciembre,Pantalón,Quindío
V003579,1,2023-08-02,C02345,P0021,T037,KOAJ Fundadores,Manizales,KOAJ,Polo,Camisas,1,"123.000,00",0.0,Mujer,Local,S,Tarjeta crédito,Tienda física,Temporada regular,Polo,Caldas
V002763,2,2025-04-02,C02003,P0020,T039,KOAJ Alamedas,Montería,KOAJ,Camiseta estampada,Camisetas,1,73000,0.3,Mujer,Local,L,Efectivo,Tienda física,Temporada de diciembre,Camiseta,Córdoba
V001727,3,2025-06-16,C02313,P0023,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Camiseta oversize,Camisetas,4,"78000,00",0.0,Mujer,Local,L,Tarjeta débito,Tienda física,Día de la Madre,Camiseta,Sucre
V001499,1,2025-05-29,C00667,P0025,T043,KOAJ Victoria,Pereira,KOAJ,Vestido corto,Vestidos,1,"139.000,00",0.4,Hombre,Local,S,Tarjeta débito,Online,Temporada regular,Vestido,Risaralda
V000938,2,2025-01-09,C00832,P0014,T031,KOAJ Campanario,Popayán,KOAJ,Jogger,Pantalones,1,"138000,00",0.1,Mujer,Local,40,Efectivo,Tienda física,Temporada de diciembre,Pantalón,Cauca
V000942,1,2023-03-16,C02342,P0008,T004,KOAJ Unicentro,Armenia,KOAJ,Chaqueta bomber,Chaquetas,4,"212.000,00",0.0,Hombre,Turista,L,Tarjeta débito,Tienda física,Temporada regular,Chaqueta,Quindío
V003721,1,2024-03-02,C01391,P0022,T007,KOAJ San Pedro Plaza,Neiva,KOAJ,Tenis casuales,Calzado,2,"207000,00",0.0,Mujer,Local,S,Tarjeta crédito,Tienda física,Temporada regular,Calzado,Huila
V002562,2,2025-05-24,C02779,P0024,T043,KOAJ Victoria,Pereira,KOAJ,Chaqueta denim,Chaquetas,1,"216000,00",0.1,Hombre,Local,XL,Tarjeta débito,Tienda física,Regreso a clases,Chaqueta,Risaralda
V001197,1,2024-02-25,C02600,P0001,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Pantalón clásico,Pantalones,2,"136.000,00",0.0,Mujer,Local,34,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Bogotá D.C.
V003702,2,2023-07-19,C00722,P0006,T027,KOAJ Los Molinos,Medellín,KOAJ,Cinturón,Accesorios,2,"56000,00",0.05,Mujer,Local,S,Transferencia,Tienda física,Temporada regular,Accesorio,Antioquia
V000489,1,2024-10-18,C02291,P0004,T030,KOAJ Cacique,Bucaramanga,KOAJ,Jean skinny,Jeans,1,"165.000,00",0.0,Hombre,Local,28,Transferencia,Tienda física,Vacaciones,Pantalón,Santander
V002775,1,2024-11-10,C02347,P0004,T006,KOAJ Único,Pasto,KOAJ,Jean skinny,Jeans,2,"179.000,00",0.0,Mujer,Local,34,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Nariño
V002010,1,2024-12-20,C00482,P0002,T032,KOAJ La Castellana,Cartagena,KOAJ,Set deportivo,Deportivo,2,"158000,00",0.0,Hombre,Turista,XXL,Tarjeta crédito,Tienda física,Temporada regular,Conjunto,Bolívar
V001430,1,2025-03-20,C01438,P0025,T033,KOAJ Parque Arboleda,Pereira,KOAJ,Vestido corto,Vestidos,2,"137000,00",0.0,Mujer,Local,XS,Efectivo,Tienda física,Temporada de diciembre,Vestido,Risaralda
V002915,2,2025-04-17,C00969,P0003,T001,KOAJ Premium Plaza,Medellín,KOAJ,Jean mom,Jeans,3,"184.000,00",0.1,Hombre,Local,28,Efectivo,Tienda física,Temporada regular,Pantalón,Antioquia
V000167,1,2024-07-19,C01372,P0019,T009,KOAJ Buenavista,Montería,KOAJ,Top,Tops,4,"72000,00",0.0,Mujer,Local,M,Tarjeta débito,Tienda física,Vacaciones,Top,Córdoba
V000499,2,2024-02-08,C01507,P0010,T035,KOAJ Mayorca,Medellín,KOAJ,Short,Shorts,2,"97000,00",0.0,Hombre,Local,28,Tarjeta débito,Tienda física,Temporada regular,Short,Antioquia
V000367,1,2023-06-28,C01664,P0002,T004,KOAJ Unicentro,Armenia,KOAJ,Set deportivo,Deportivo,1,"157000,00",0.0,Mujer,Local,XL,Efectivo,Tienda física,Día del Padre,Conjunto,Quindío
V003308,1,2024-10-27,C02457,P0022,T030,KOAJ Cacique,Bucaramanga,KOAJ,Tenis casuales,Calzado,3,"198000,00",0.1,Mujer,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Calzado,Santander
V003029,2,2023-10-22,C02123,P0015,T004,KOAJ Unicentro,Armenia,KOAJ,Jean straight,Jeans,1,170000,0.15,Hombre,Local,36,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Quindío
V003337,3,2025-10-28,C01721,P0017,T008,KOAJ Gran Estación,Bogotá,KOAJ,Vestido casual,Vestidos,1,"153000,00",0.0,Hombre,Turista,XXL,Tarjeta crédito,Tienda física,Black Friday,Vestido,Bogotá D.C.
V001543,1,2024-12-05,C01499,P0010,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Short,Shorts,1,"97000,00",0.05,Hombre,Turista,34,Tarjeta crédito,Tienda física,Día de la Madre,Short,Magdalena
V001773,2,2025-05-04,C02588,P0011,T030,KOAJ Cacique,Bucaramanga,KOAJ,Buzo básico,Buzos,3,"127.000,00",0.0,Hombre,Local,XXL,Efectivo,Tienda física,Temporada regular,Buzo,Santander
V000348,3,2023-01-09,C01063,P0012,T043,KOAJ Victoria,Pereira,KOAJ,Blusa,Blusas,1,"108.000,00",0.0,Mujer,Turista,XL,Tarjeta crédito,Tienda física,Temporada de diciembre,Blusa,Risaralda
V001665,2,2024-07-10,C00067,P0016,T030,KOAJ Cacique,Bucaramanga,KOAJ,Pantalón cargo,Pantalones,3,"137.000,00",0.0,Mujer,Local,38,Tarjeta débito,Tienda física,Día del Padre,Pantalón,Santander
V002157,2,2025-06-12,C01820,P0025,T004,KOAJ Unicentro,Armenia,KOAJ,Vestido corto,Vestidos,3,"147000,00",0.2,Mujer,Local,S,Tarjeta crédito,Tienda física,Temporada de diciembre,Vestido,Quindío
V003580,1,2024-02-21,C00972,P0009,T032,KOAJ La Castellana,Cartagena,KOAJ,Camisa casual,Camisas,2,"130.000,00",0.0,Mujer,Local,XXL,Efectivo,Tienda física,Temporada de diciembre,Camisa,Bolívar
V000088,3,2024-05-06,C01186,P0007,T032,KOAJ La Castellana,Cartagena,KOAJ,Gorra,Accesorios,1,58000,0.05,Mujer,Local,M,Tarjeta débito,Tienda física,Temporada de diciembre,Accesorio,Bolívar
V002624,1,2023-06-23,C01056,P0009,T002,KOAJ Multicentro,Ibagué,KOAJ,Camisa casual,Camisas,4,"128.000,00",0.1,Mujer,Local,XL,Tarjeta crédito,Tienda física,Black Friday,Camisa,Tolima
V000666,1,2025-03-18,C01186,P0014,T027,KOAJ Los Molinos,Medellín,KOAJ,Jogger,Pantalones,3,"144000,00",0.05,Mujer,Local,32,Tarjeta crédito,Tienda física,Regreso a clases,Pantalón,Antioquia
V002409,3,2025-04-29,C02597,P0013,T017,KOAJ Titán Plaza,Bogotá,KOAJ ,Bolso,Accesorios,1,"56000,00",0.4,Mujer,Local,S,Tarjeta crédito,Tienda física,Temporada de diciembre,Accesorio,Bogotá D.C.
V001174,1,2024-09-14,C00114,P0022,T007,KOAJ San Pedro Plaza,Neiva,KOAJ,Tenis casuales,Calzado,2,"193000,00",0.0,Hombre,Turista,S,Tarjeta crédito,Tienda física,Vacaciones,Calzado,Huila
V001453,1,2024-03-04,C02156,P0014,T019,KOAJ Primavera Urbana,Villavicencio,KOAJ,Jogger,Pantalones,2,"135000,00",0.0,Mujer,Local,30,Efectivo,Online,Temporada de diciembre,Pantalón,Meta
V003632,2,2024-10-16,C01833,P0002,T037,KOAJ Fundadores,Manizales,KOAJ,Set deportivo,Deportivo,1,"163000,00",0.3,Mujer,Local,XS,Efectivo,Tienda física,Día del Padre,Conjunto,Caldas
V003676,1,2023-05-14,C00551,P0026,T040,KOAJ Andino,Bogotá,KOAJ,Buzo con capucha,Buzos,3,"130000,00",0.05,Hombre,Local,XS,Efectivo,Tienda física,Temporada de diciembre,Buzo,Bogotá D.C.
V001825,1,2024-11-05,C02142,P0023,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Camiseta oversize,Camisetas,2,79000,0.0,Hombre,Local,XL,Efectivo,Tienda física,Temporada regular,Camiseta,Atlántico
V000791,1,2024-03-27,C01755,P0017,T009,KOAJ Buenavista,Montería,KOAJ,Vestido casual,Vestidos,1,"145000,00",0.3,Hombre,Local,M,Tarjeta débito,Online,Vacaciones,Vestido,Córdoba
V000715,1,2025-08-01,C01878,P0005,T035,KOAJ Mayorca,Medellín,KOAJ,Falda,Faldas,1,"117.000,00",0.1,Hombre,Local,XS,Efectivo,Tienda física,Vacaciones,Falda,Antioquia
V000616,1,2023-09-03,C01642,P0003,T021,KOAJ Mallplaza,Manizales,KOAJ,Jean mom,Jeans,4,"186000,00",0.1,Hombre,Local,32,Tarjeta crédito,Tienda física,Black Friday,Pantalón,Caldas
V002830,1,2023-05-03,C00072,P0024,T024,KOAJ La Quinta,Bucaramanga,KOAJ,Chaqueta denim,Chaquetas,1,"207000,00",0.2,Hombre,Turista,XS,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Santander
V001034,1,2025-09-30,C01636,P0009,T039,KOAJ Alamedas,Montería,KOAJ,Camisa casual,Camisas,1,"131000,00",0.0,Mujer,Local,XL,Tarjeta crédito,Tienda física,Temporada de diciembre,Camisa,Córdoba
V002298,2,2023-09-25,C02794,P0001,T032,KOAJ La Castellana,Cartagena,KOAJ,Pantalón clásico,Pantalones,1,"148.000,00",0.15,Mujer,Local,36,Tarjeta crédito,Tienda física,Día del Padre,Pantalón,Bolívar
