id_venta,numero_linea,fecha_venta,id_cliente,genero_cliente,tipo_cliente,id_producto,nombre_producto,categoria,tipo_prenda,id_tienda,nombre_tienda,ciudad,departamento,empresa,cantidad,precio_unitario,descuento,metodo_pago,canal,temporada,talla
V001834,1,2023-08-26,C02420,Mujer,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,227000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V001956,2,2025-06-19,C01576,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,56000.0,0.1,Tarjeta Débito,Online,Temporada Regular,L
V003710,1,2023-12-02,C01427,Hombre,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,1,79000.0,0.3,Tarjeta Débito,Online,Regreso A Clases,Xxl
V002233,2,2025-12-01,C02491,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T006,Koaj Único,Pasto,Nariño,KOAJ,1,57000.0,0.4,Transferencia,Online,Temporada Regular,L
V001646,1,2023-02-22,C00572,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,181000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,32
V000337,1,2025-03-25,C00084,Hombre,Local,P0010,Short,Shorts,Short,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,2,93000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,36
V001329,1,2023-05-12,C02089,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,2,174000.0,0.3,Tarjeta Crédito,Tienda Física,Día Del Padre,38
V000915,2,2024-04-04,C00602,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,1,74000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V003441,1,2024-03-28,C01563,Mujer,Turista,P0002,Set Deportivo,Deportivo,Conjunto,T029,Koaj Cosmocentro,Cali,Valle Del Cauca,KOAJ,3,162000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,S
V002453,2,2025-05-03,C00968,Mujer,Turista,P0009,Camisa Casual,Camisas,Camisa,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,128000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V000422,2,2023-11-16,C00082,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,137000.0,0.0,Transferencia,Tienda Física,Temporada Regular,38
V001289,1,2023-01-05,C00410,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,1,59000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,S
V003345,1,2025-12-10,C02189,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T002,Koaj Multicentro,Ibagué,Tolima,KOAJ,1,166000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,30
V001866,1,2024-01-26,C00330,Hombre,Turista,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,1,222000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V003205,3,2025-04-27,C01983,Mujer,Local,P0021,Polo,Camisas,Polo,T038,Koaj Plaza Central,Bogotá,Bogotá D.C.,KOAJ,2,119000.0,0.05,Tarjeta Débito,Tienda Física,Día De La Madre,Xs
V003691,1,2024-12-21,C02757,Hombre,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,2,224000.0,0.0,Tarjeta Débito,Tienda Física,Día Del Padre,Xxl
V002182,3,2025-12-02,C02234,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T005,Koaj Viva Sincelejo,Sincelejo,Sucre,KOAJ,1,172000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,32
V002440,1,2023-12-17,C00416,Mujer,Local,P0002,Set Deportivo,Deportivo,Conjunto,T031,Koaj Campanario,Popayán,Cauca,KOAJ,4,153000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001772,1,2024-10-19,C00121,Hombre,Local,P0014,Jogger,Pantalones,Pantalón,T013,Koaj Caracolí,Bucaramanga,Santander,KOAJ,1,135000.0,0.2,Tarjeta Crédito,Online,Día Del Padre,30
V003171,3,2024-05-25,C01539,Hombre,Turista,P0022,Tenis Casuales,Calzado,Calzado,T042,Koaj Guatapurí,Valledupar,Cesar,KOAJ,2,204000.0,0.0,Efectivo,Tienda Física,Temporada Regular,L
V001468,1,2023-11-18,C00689,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T020,Koaj Salitre Plaza,Bogotá,Bogotá D.C.,KOAJ,2,168000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,36
V003277,1,2025-07-18,C00080,Hombre,Local,P0021,Polo,Camisas,Polo,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,2,117000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V000403,2,2025-06-01,C00799,Mujer,Turista,P0018,Camiseta Básica,Camisetas,Camiseta,T017,Koaj Titán Plaza,Bogotá,Bogotá D.C.,KOAJ,3,77000.0,0.0,Tarjeta Crédito,Online,Temporada De Diciembre,Xs
V000438,1,2025-02-28,C01300,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,4,180000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,28
V001765,1,2023-07-14,C01240,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T026,Koaj Portal Del Quindío,Armenia,Quindío,KOAJ,1,57000.0,0.2,Tarjeta Crédito,Tienda Física,Día De La Madre,S
V003290,1,2025-11-15,C01265,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T001,Koaj Premium Plaza,Medellín,Antioquia,KOAJ,4,180000.0,0.0,Efectivo,Tienda Física,Regreso A Clases,28
V001979,1,2025-06-11,C02275,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T027,Koaj Los Molinos,Medellín,Antioquia,KOAJ,1,169000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,30
V002366,2,2025-09-24,C00841,Mujer,Turista,P0017,Vestido Casual,Vestidos,Vestido,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,2,143000.0,0.0,Tarjeta Débito,Online,Día Del Padre,L
V001553,1,2025-09-08,C02173,Mujer,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,73000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,L
V000523,2,2025-10-11,C00189,Hombre,Local,P0022,Tenis Casuales,Calzado,Calzado,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,1,194000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V001497,1,2024-08-21,C02723,Hombre,Local,P0011,Buzo Básico,Buzos,Buzo,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,4,133000.0,0.0,Tarjeta Crédito,Tienda Física,Día Del Padre,L
V002129,1,2023-03-05,C01978,Mujer,Turista,P0001,Pantalón Clásico,Pantalones,Pantalón,T002,Koaj Multicentro,Ibagué,Tolima,KOAJ,1,150000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,32
V001849,2,2024-07-04,C01492,Hombre,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,2,141000.0,0.0,Transferencia,Tienda Física,Temporada Regular,40
V003576,1,2024-10-11,C01264,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,138000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,32
V001099,1,2023-06-08,C01271,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T027,Koaj Los Molinos,Medellín,Antioquia,KOAJ,3,124000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,Xl
V002820,1,2025-08-10,C01032,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,170000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,38
V002367,1,2024-09-24,C01703,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,2,175000.0,0.2,Tarjeta Crédito,Tienda Física,Temporada Regular,38
V001767,1,2024-01-27,C01924,Hombre,Turista,P0026,Buzo Con Capucha,Buzos,Buzo,T023,Koaj Jardín Plaza,Cali,Valle Del Cauca,KOAJ,1,142000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V000754,2,2023-05-04,C00723,Hombre,Turista,P0023,Camiseta Oversize,Camisetas,Camiseta,T035,Koaj Mayorca,Medellín,Antioquia,KOAJ,1,77000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001386,1,2024-12-03,C02136,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,2,57000.0,0.0,Tarjeta Crédito,Tienda Física,Día De La Madre,Xxl
V003041,1,2024-09-07,C00115,Hombre,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,135000.0,0.0,Efectivo,Tienda Física,Día Del Padre,30
V000349,2,2024-05-16,C01397,Mujer,Local,P0005,Falda,Faldas,Falda,T013,Koaj Caracolí,Bucaramanga,Santander,KOAJ,1,113000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,M
V001697,1,2024-05-02,C02003,Mujer,Local,P0006,Cinturón,Accesorios,Accesorio,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,1,58000.0,0.0,Efectivo,Tienda Física,Temporada Regular,S
V000614,1,2024-08-22,C01233,Mujer,Local,P0019,Top,Tops,Top,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,72000.0,0.15,Tarjeta Débito,Tienda Física,Día De La Madre,Xl
V003372,2,2024-02-03,C02155,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,3,165000.0,0.05,Tarjeta Crédito,Tienda Física,Vacaciones,30
V000865,1,2025-05-03,C00496,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,1,184000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,40
V003328,1,2023-09-14,C02156,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,129000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V000272,1,2024-02-22,C01044,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T025,Koaj El Tesoro,Medellín,Antioquia,KOAJ,2,156000.0,0.0,Efectivo,Tienda Física,Día Del Padre,S
V001021,3,2025-05-30,C01304,Mujer,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,1,73000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001006,3,2025-12-30,C01178,Mujer,Local,P0019,Top,Tops,Top,T026,Koaj Portal Del Quindío,Armenia,Quindío,KOAJ,3,71000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V003514,1,2023-06-23,C00058,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T006,Koaj Único,Pasto,Nariño,KOAJ,1,60000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,Xl
V002947,2,2025-03-16,C01009,Mujer,Local,P0019,Top,Tops,Top,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,71000.0,0.3,Efectivo,Tienda Física,Temporada Regular,L
V003415,2,2025-01-04,C02540,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,1,212000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,L
V000562,1,2023-07-14,C01834,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T026,Koaj Portal Del Quindío,Armenia,Quindío,KOAJ,1,138000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,34
V000052,1,2023-07-06,C00288,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T031,Koaj Campanario,Popayán,Cauca,KOAJ,2,127000.0,0.1,Efectivo,Tienda Física,Temporada Regular,S
V000945,2,2023-08-08,C00216,Hombre,Local,P0006,Cinturón,Accesorios,Accesorio,T005,Koaj Viva Sincelejo,Sincelejo,Sucre,KOAJ,3,57000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V000316,2,2023-09-26,C02243,Mujer,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,80000.0,0.0,Tarjeta Débito,Online,Temporada Regular,S
V001918,2,2024-03-26,C02514,Hombre,Local,P0011,Buzo Básico,Buzos,Buzo,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,1,140000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,Xs
V002524,2,2024-12-24,C00001,Hombre,Turista,P0021,Polo,Camisas,Polo,T038,Koaj Plaza Central,Bogotá,Bogotá D.C.,KOAJ,4,126000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002698,1,2024-11-22,C02419,Hombre,Local,P0006,Cinturón,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,56000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,Xs
V000257,1,2024-09-03,C00982,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,158000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,L
V003056,2,2024-01-24,C00069,Hombre,Local,P0017,Vestido Casual,Vestidos,Vestido,T021,Koaj Mallplaza,Manizales,Caldas,KOAJ,1,153000.0,0.0,Tarjeta Débito,Online,Temporada Regular,L
V001291,3,2023-08-03,C02787,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T026,Koaj Portal Del Quindío,Armenia,Quindío,KOAJ,1,140000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,34
V003468,1,2023-04-09,C02398,Hombre,Local,P0026,Buzo Con Capucha,Buzos,Buzo,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,3,139000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V002945,3,2023-02-03,C01419,Mujer,Local,P0021,Polo,Camisas,Polo,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,3,123000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V000475,2,2025-02-23,C00433,Mujer,Local,P0022,Tenis Casuales,Calzado,Calzado,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,1,205000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,Xl
V002772,1,2025-04-10,C00897,Mujer,Local,P0010,Short,Shorts,Short,T001,Koaj Premium Plaza,Medellín,Antioquia,KOAJ,2,92000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,38
V002436,1,2024-11-11,C01043,Mujer,Local,P0007,Gorra,Accesorios,Accesorio,T023,Koaj Jardín Plaza,Cali,Valle Del Cauca,KOAJ,1,61000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V000734,1,2024-04-15,C00208,Hombre,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,78000.0,0.05,Efectivo,Tienda Física,Temporada Regular,Xs
V000203,1,2025-10-21,C01406,Mujer,Local,P0007,Gorra,Accesorios,Accesorio,T013,Koaj Caracolí,Bucaramanga,Santander,KOAJ,1,62000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,S
V001958,1,2024-06-10,C00977,Hombre,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T006,Koaj Único,Pasto,Nariño,KOAJ,1,208000.0,0.05,Tarjeta Débito,Tienda Física,Regreso A Clases,Xl
V000090,2,2023-08-14,C02178,Mujer,Local,P0005,Falda,Faldas,Falda,T027,Koaj Los Molinos,Medellín,Antioquia,KOAJ,4,108000.0,0.0,Efectivo,Online,Black Friday,S
V000193,1,2025-05-09,C00619,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,54000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V001565,1,2025-11-19,C01489,Mujer,Local,P0026,Buzo Con Capucha,Buzos,Buzo,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,2,134000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,M
V000326,1,2023-01-18,C02000,Mujer,Turista,P0021,Polo,Camisas,Polo,T023,Koaj Jardín Plaza,Cali,Valle Del Cauca,KOAJ,4,125000.0,0.0,Tarjeta Crédito,Online,Día De La Madre,S
V002167,2,2024-12-07,C01933,Mujer,Local,P0012,Blusa,Blusas,Blusa,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,2,110000.0,0.0,Tarjeta Débito,Tienda Física,Regreso A Clases,Xxl
V001802,1,2025-02-02,C01929,Mujer,Turista,P0010,Short,Shorts,Short,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,92000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,34
V001706,2,2023-04-22,C00178,Hombre,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,148000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,40
V003442,1,2023-01-03,C00329,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,4,58000.0,0.0,Efectivo,Tienda Física,Temporada Regular,M
V001066,1,2023-09-06,C02234,Mujer,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,2,142000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,28
V001496,1,2024-01-24,C01586,Mujer,Local,P0021,Polo,Camisas,Polo,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,124000.0,0.0,Tarjeta Débito,Online,Temporada Regular,Sin Talla
V001098,2,2024-12-27,C01600,Mujer,Local,P0006,Cinturón,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,56000.0,0.0,Transferencia,Tienda Física,Temporada Regular,L
V002810,1,2023-05-30,C01218,Mujer,Turista,P0018,Camiseta Básica,Camisetas,Camiseta,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,1,79000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000576,1,2024-07-28,C01462,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T025,Koaj El Tesoro,Medellín,Antioquia,KOAJ,2,76000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001582,1,2023-12-16,C00336,Mujer,Turista,P0003,Jean Mom,Jeans,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,185000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,40
V000987,1,2025-05-17,C00188,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,1,144000.0,0.0,Transferencia,Tienda Física,Regreso A Clases,36
V003174,2,2025-09-27,C01296,Mujer,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,74000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002041,1,2025-04-05,C00507,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T042,Koaj Guatapurí,Valledupar,Cesar,KOAJ,4,160000.0,0.0,Efectivo,Tienda Física,Regreso A Clases,Xs
V003189,3,2025-03-05,C01941,Hombre,Local,P0009,Camisa Casual,Camisas,Camisa,T031,Koaj Campanario,Popayán,Cauca,KOAJ,2,121000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xxl
V000843,1,2025-10-14,C02028,Mujer,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,4,80000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,L
V002513,1,2024-04-30,C01708,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T006,Koaj Único,Pasto,Nariño,KOAJ,1,175000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V002748,1,2025-04-11,C02488,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T035,Koaj Mayorca,Medellín,Antioquia,KOAJ,1,57000.0,0.1,Tarjeta Débito,Tienda Física,Regreso A Clases,L
V000259,1,2025-08-08,C00253,Mujer,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,134000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,30
V003408,1,2023-10-11,C02430,Mujer,Local,P0019,Top,Tops,Top,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,3,72000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xxl
V003501,3,2024-02-13,C02045,Mujer,Local,P0002,Set Deportivo,Deportivo,Conjunto,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,3,158000.0,0.2,Transferencia,Tienda Física,Black Friday,L
V003792,1,2025-07-04,C00122,Hombre,Local,P0005,Falda,Faldas,Falda,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,2,107000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000900,1,2024-05-04,C02104,Hombre,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T013,Koaj Caracolí,Bucaramanga,Santander,KOAJ,1,76000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001677,1,2023-11-29,C02139,Mujer,Local,P0019,Top,Tops,Top,T017,Koaj Titán Plaza,Bogotá,Bogotá D.C.,KOAJ,4,69000.0,0.05,Efectivo,Tienda Física,Temporada Regular,Xl
V002901,1,2023-10-26,C02713,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,2,171000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,40
V001136,3,2024-04-29,C00409,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,2,164000.0,0.0,Efectivo,Online,Temporada Regular,34
V003351,1,2025-11-03,C02351,Mujer,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T025,Koaj El Tesoro,Medellín,Antioquia,KOAJ,1,76000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xs
V001998,1,2025-10-21,C01909,Hombre,Local,P0017,Vestido Casual,Vestidos,Vestido,T001,Koaj Premium Plaza,Medellín,Antioquia,KOAJ,3,149000.0,0.1,Transferencia,Tienda Física,Temporada Regular,Xxl
V000270,1,2025-03-25,C00541,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T040,Koaj Andino,Bogotá,Bogotá D.C.,KOAJ,4,141000.0,0.15,Tarjeta Crédito,Tienda Física,Día De La Madre,30
V002323,1,2024-07-17,C00349,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T041,Koaj Mayales,Valledupar,Cesar,KOAJ,4,54000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,Xs
V000860,1,2023-09-24,C02088,Mujer,Local,P0026,Buzo Con Capucha,Buzos,Buzo,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,2,138000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
V003427,2,2024-05-09,C01532,Mujer,Turista,P0022,Tenis Casuales,Calzado,Calzado,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,2,191000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xs
V001227,1,2024-04-11,C02353,Hombre,Local,P0022,Tenis Casuales,Calzado,Calzado,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,193000.0,0.0,Efectivo,Tienda Física,Vacaciones,M
V002744,1,2024-05-21,C02517,Hombre,Local,P0014,Jogger,Pantalones,Pantalón,T029,Koaj Cosmocentro,Cali,Valle Del Cauca,KOAJ,1,136000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,28
V000764,2,2023-08-02,C01319,Hombre,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,144000.0,0.0,Efectivo,Tienda Física,Temporada Regular,38
V001635,2,2025-05-28,C00799,Hombre,Turista,P0014,Jogger,Pantalones,Pantalón,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,2,138000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,34
V000088,2,2024-05-06,C01186,Mujer,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,1,76000.0,0.2,Tarjeta Débito,Tienda Física,Temporada De Diciembre,M
V000983,3,2024-07-26,C01231,Mujer,Local,P0002,Set Deportivo,Deportivo,Conjunto,T019,Koaj Primavera Urbana,Villavicencio,Meta,KOAJ,1,150000.0,0.0,Efectivo,Tienda Física,Temporada Regular,S
V000158,2,2023-01-11,C02145,Hombre,Local,P0021,Polo,Camisas,Polo,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,4,124000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V002197,2,2023-03-21,C01182,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T035,Koaj Mayorca,Medellín,Antioquia,KOAJ,4,171000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,32
V002227,1,2023-09-30,C00426,Hombre,Local,P0022,Tenis Casuales,Calzado,Calzado,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,4,205000.0,0.4,Transferencia,Tienda Física,Temporada Regular,L
V001291,1,2023-08-03,C02787,Mujer,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T026,Koaj Portal Del Quindío,Armenia,Quindío,KOAJ,1,80000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002227,3,2023-09-30,C00426,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,3,62000.0,0.05,Transferencia,Tienda Física,Temporada Regular,S
V002494,1,2024-12-28,C00640,Hombre,Local,P0019,Top,Tops,Top,T040,Koaj Andino,Bogotá,Bogotá D.C.,KOAJ,1,71000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V001513,1,2024-07-24,C02120,Mujer,Turista,P0020,Camiseta Estampada,Camisetas,Camiseta,T011,Koaj Santa Fe,Medellín,Antioquia,KOAJ,3,79000.0,0.1,Tarjeta Crédito,Tienda Física,Vacaciones,Xxl
